County Name,"One-Unit
Limit","Two-Unit
Limit","Three-Unit
Limit","Four-Unit
Limit"
RALLS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RANDOLPH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
REYNOLDS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RIPLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. CHARLES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. CLAIR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STE. GENEVIEVE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. FRANCOIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. LOUIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SALINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCHUYLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCOTLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCOTT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHANNON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHELBY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STODDARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SULLIVAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TANEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TEXAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VERNON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WARREN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WAYNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEBSTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WORTH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WRIGHT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. LOUIS CITY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BEAVERHEAD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BIG HORN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BLAINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BROADWATER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARBON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CASCADE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHOUTEAU COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CUSTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DANIELS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAWSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DEER LODGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FALLON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FERGUS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FLATHEAD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GALLATIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GARFIELD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GLACIER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GOLDEN VALLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRANITE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HILL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JUDITH BASIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEWIS AND CLARK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIBERTY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCCONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MADISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MEAGHER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MINERAL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MISSOULA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MUSSELSHELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PARK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PETROLEUM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PHILLIPS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PONDERA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POWDER RIVER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POWELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PRAIRIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RAVALLI COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RICHLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROOSEVELT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROSEBUD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SANDERS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHERIDAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SILVER BOW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STILLWATER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SWEET GRASS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TETON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TOOLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TREASURE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VALLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WHEATLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WIBAUX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
YELLOWSTONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ADAMS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ANTELOPE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ARTHUR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BANNER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BLAINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOX BUTTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOYD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BROWN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BUFFALO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BURT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BUTLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CASS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CEDAR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHASE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHERRY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHEYENNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLFAX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CUMING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CUSTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAKOTA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAWES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAWSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DEUEL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DIXON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DODGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DOUGLAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DUNDY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FILLMORE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRONTIER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FURNAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GAGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GARDEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GARFIELD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GOSPER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRANT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GREELEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAMILTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARLAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAYES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HITCHCOCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOLT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOOKER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOWARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JOHNSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KEARNEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KEITH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KEYA PAHA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KIMBALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KNOX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LANCASTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LOGAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LOUP COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCPHERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MADISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MERRICK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MORRILL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NANCE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEMAHA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NUCKOLLS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OTOE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PAWNEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PERKINS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PHELPS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PIERCE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PLATTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POLK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RED WILLOW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RICHARDSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SALINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SARPY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAUNDERS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCOTTS BLUFF COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SEWARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHERIDAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHERMAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SIOUX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STANTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
THAYER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
THOMAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
THURSTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VALLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WAYNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEBSTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WHEELER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
YORK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHURCHILL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLARK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DOUGLAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ELKO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ESMERALDA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EUREKA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HUMBOLDT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LANDER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LYON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MINERAL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NYE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PERSHING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STOREY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHOE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WHITE PINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARSON CITY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BELKNAP COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARROLL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHESHIRE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COOS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRAFTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HILLSBOROUGH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MERRIMACK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROCKINGHAM COUNTY,"$770,500 ","$986,400 ","$1,192,300 ","$1,481,750 "
STRAFFORD COUNTY,"$770,500 ","$986,400 ","$1,192,300 ","$1,481,750 "
SULLIVAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ATLANTIC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BERGEN COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
BURLINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CAMDEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CAPE MAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CUMBERLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ESSEX COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
GLOUCESTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HUDSON COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
HUNTERDON COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
MERCER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MIDDLESEX COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
MONMOUTH COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
MORRIS COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
OCEAN COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
PASSAIC COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
SALEM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SOMERSET COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
SUSSEX COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
UNION COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
WARREN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BERNALILLO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CATRON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHAVES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CIBOLA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLFAX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CURRY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DE BACA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DONA ANA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EDDY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRANT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GUADALUPE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARDING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HIDALGO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LOS ALAMOS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LUNA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCKINLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MORA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OTERO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
QUAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RIO ARRIBA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROOSEVELT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SANDOVAL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAN JUAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAN MIGUEL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SANTA FE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SIERRA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SOCORRO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TAOS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TORRANCE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UNION COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VALENCIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALBANY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALLEGANY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRONX COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
BROOME COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CATTARAUGUS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CAYUGA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHAUTAUQUA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHEMUNG COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHENANGO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLINTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLUMBIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CORTLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DELAWARE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DUTCHESS COUNTY,"$726,525 ","$930,300 ","$1,124,475 ","$1,397,400 "
ERIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ESSEX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FULTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GENESEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GREENE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAMILTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HERKIMER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KINGS COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
LEWIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIVINGSTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MADISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONROE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONTGOMERY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NASSAU COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
NEW YORK COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
NIAGARA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ONEIDA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ONONDAGA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ONTARIO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ORANGE COUNTY,"$726,525 ","$930,300 ","$1,124,475 ","$1,397,400 "
ORLEANS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OSWEGO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OTSEGO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PUTNAM COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
QUEENS COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
RENSSELAER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RICHMOND COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
ROCKLAND COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
ST. LAWRENCE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SARATOGA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCHENECTADY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCHOHARIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCHUYLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SENECA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STEUBEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SUFFOLK COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
